defined_meaning_id	GROUP_CONCAT(uw_expression.spelling SEPARATOR ',')
652751	Gerbera
652785	aquatic bird
652915	ISO 3166-2:GE
652919	ISO 3166-2:PT
652940	Ogliastra
652953	Olbia-Tempio
652956	Oporto
652964	Oristano
652976	ISO 3166-2:GE
652982	Aveiro
652990	Palermo,Metropolitan City of Palermo
653000	finch
653012	Beja
653032	Évora,Évora District
653053	Viseu
653063	Lisbon
653237	Adjara
653283	Piacenza
653329	Pescara
653349	Guria
653393	Imereti
653414	Perugia
653422	Pisa
653429	Kakheti
653440	Pordenone
653445	Parma
653448	province
653458	Pesaro and Urbino,Pesaro e Urbino
653466	Samegrelo-Zemo Svaneti
653474	Racha-Lechkhumi and Kvemo Svaneti
653480	Lower Kartli,Kvemo Kartli
653486	Mtskheta-Mtianeti
653492	Shida Kartli
653498	Samtskhe-Javakheti
653777	Rabat
654359	value
654366	archaic
654384	melancholy
654392	atavistic
654400	a very long time ago
654420	Tripoli
654423	Pistoia
654431	Pavia
654437	Potenza
654442	Ravenna
654450	Reggio Calabria,Reggio di Calabria
654503	Reggio nell'Emilia,Reggio Emilia
654509	Ragusa
654517	Rieti
654523	genuflection
654530	Rome,Roma
654533	Djibouti
654563	kingfisher
654663	gourde,Haitian gourde
655187	Girga
655194	Rimini
655199	Rovigo
655202	Salerno
655209	Siena
655215	Sondrio
655221	La Spezia
655227	Syracuse
655235	Sassari
655240	Savona
655249	Taranto
655255	Teramo
655261	Trento
655271	Turin
655281	Trapani
655287	Terni
655293	Trieste,province of Trieste
655301	Treviso
655307	Udine
655315	Varese
655322	Walad Dulla,Wallad-Dulla
655332	Verbano-Cusio-Ossola
655347	Vercelli
655354	Venice
655371	Erenga
655400	Vicenza
655406	Verona
655412	Viterbo
655418	Vibo Valentia
655430	nightingale
655510	Bzyb
655520	Caucasus
655523	Caucasus,Caucasia
656241	Karelian
656305	Otwa,Otuo,Ghotuo
656309	Alumu-Tesu
656313	Ari
656317	Amal
656331	Arifama-Miniafia
656335	Ankave
656339	Anambé
656343	Algerian Saharan Arabic,Saharan Arabic,Tamanrasset Arabic,Tamanghasset Arabic
656347	Pará Arára
656351	Eastern Abnaki
656355	Abau
656359	Solong
656363	Mandobo Atas
656367	Aariya
656371	Amarasi
656375	Abé,Abbé,Abbey,Abi
656379	Bankon
656383	Ambala Ayta
656387	Camarines Norte Agta
656391	Western Abnaki
656395	Abai Sungai
656399	Abaga
656403	Tajiki Arabic,Jugari,Bukhara Arabic,Buxara Arabic,Tajiji Arabic,Balkh Arabic
656407	Abidji
656411	Abung
656415	Abanyom
656419	Abua
656423	Abon
656427	Abenlen Ayta
656431	celebrate oneself
656454	basin
656459	Free Trade Agreement
656489	ventral,abdominal
656525	abnormal
656554	suddenly,abruptly,all of a sudden,out of the blue
656562	plinth
656601	accidental
656628	accommodation
656649	christened
656675	acephalous,acephalic,headless
656698	Abron
656704	Ambonese Malay
656708	Ambulas
656718	Abure
656722	Baharna Arabic,Bahrani Arabic,Baharnah,Bahrani
656726	Pal
656732	Inabaknon
656736	Aneme Wake
656740	Abui
656750	Achagua
656754	Áncá
656758	Cubulco Achi'
656762	Gikyode
656766	Aceh,Achinese,Achehnese,Acehnese
656770	Akar-Bale
656774	Mesopotamian Spoken Arabic
656778	Eastern Acipa
656782	Ta'izzi-Adeni Spoken Arabic
656786	Achi
656790	Acroá
656794	Achterhoeks
656800	Achuar-Shiwiar
656804	Achumawi,Pit River language,Achomawi
656808	Hijazi Spoken Arabic
656812	Omani Spoken Arabic
656816	Cypriot Spoken Arabic
656916	possessive
656950	Adabe
656954	Dzodinka
656958	Adele
656962	Dhofari Spoken Arabic
656966	Andegerebinha
656970	Adi
656974	Adjukru,Adyoukrou,Adyukru,Ajukru,Adioukrou
656978	Galo Adi
656982	Adang
656986	Abu
656990	Adap
656993	Adangbe
656997	Adonara
657001	Adamorobe Sign Language
657005	Adynyamathanha,Adnyamathanha
657009	Aduge
657013	Amundava
657017	Amdo,Amdo Tibetan
657077	Areba
657083	Tunisian Spoken Arabic
657087	Sa`idi Spoken Arabic
657093	Argentine Sign Language
657104	Haeke
657108	Ambele
657115	Armenian Sign Language
657119	Eastern Arrarnta
657123	Alsea
657129	Ambakich
657133	Amerax
657139	Amele
657155	adaptation
657227	Pescara
657242	Piacenza
657275	Pisa
657306	Pistoia
657352	Pordenone
657382	Alessandria
657396	Ancona
657410	Arezzo
657431	Aosta
657502	amethyst
657857	Gulf Spoken Arabic
657861	Putukwam
657871	Afrihili
657875	Akrukay
657879	Defaka
657890	Eloyi
657894	Afro-Seminole Creole
657898	Awutu
657902	Obokuitai
658007	Biella
658023	Aguano
658027	Legbo
658031	Agatu
658035	Agarabi
658039	Angal
658043	Arguni
658047	Angor
658051	Ngelima
658055	Argobba
658059	Isarog Agta
658063	Fembe
658067	Angaatiha
658071	Agutaynen
658075	Tainae
658079	Aghem
658083	Aguaruna
658087	Esimbi
658091	Central Cagayan Agta
658095	Awakateko,Awakatek
658099	Remontado Agta
658103	Kahua
658107	Southern Alta
658111	Mt. Iriga Agta
658121	Ahanta
658127	Axamb
658131	Ahe
658156	Aghu
658160	Tiagbamrin Aizi
658168	Akha
658172	Mediterranean island
658179	Igo
658229	aggressor
658300	Mobumrin Aizi
658304	Àhàn
658325	Aproumu Aizi
658329	Ashe
658333	Ahtena,Mednovskiy,Ahtna,Atna,Ahtna-khotana,Copper River
658434	antioxidant
658442	Arosi
658496	starling
658518	complicated,complex
658664	publication
658684	prostitute,whore,harlot,strumpet,hooker,trollop
658726	elderly,old
658749	old
659123	La Spezia
659476	radius
659505	humerus
659524	sacrum
659703	Ravenna
659851	Rieti
660038	Turin
660044	ISO 3166-2:BR
660049	ISO 3166-2:CN
660054	ISO 3166-2:NO
660119	Ainbai
660123	Alngith
660127	Amara
660131	Agi
660135	Kokoy Creole English,Anguillan Creole English,Antiguan Creole,Antigua and Barbuda Creole English,Saint Kitts Creole English,Montserrat Creole English
660147	Ai-Cham
660151	Ake
660155	Aimele
660159	Aimol
660163	Burumakok
660167	Aimaq
660171	Airoran
660175	Nataoran Amis
660179	Arikem
660183	Aigon
660187	Ali
660191	South Levantine Spoken Arabic
660195	Aja
660198	Aja
660202	Ajië
660206	Judeo-Tunisian Arabic
660210	Judeo-Moroccan Arabic
660214	Amri
660321	porthole
660388	Taranto
660594	Trieste
660793	Vercelli
660824	view
660838	vitreous
660975	senator
661291	Sergipe
661337	Aracaju
661365	vivid
661390	Pará
661398	Belém
661500	acidosis
661540	retrieve
661570	amend,rectify,remediate,remedy,repair
661590	escape
661653	accelerator,atom smasher,particle accelerator
661699	Batak Angkola
661703	Mpur
661707	Ukpet-Ehom
661718	Ingarikó
661722	Akpa
661726	Anakalangu
661730	Angal Heneng
661734	Aiome
661738	cockchafer soup
661876	Pyrrhic victory
661990	stone
662016	Minas Gerais
662022	Belo Horizonte
662028	Roraima
662034	Boa Vista
662044	Mato Grosso do Sul
662050	Campo Grande
662319	Aklanon
662323	Amikoana
662327	Akurio
662331	Siwu
662335	Ak
662339	Araki
662343	Akaselem
662347	Akolet
662351	Akum
662355	Akwa
662358	Alabama
662378	Model-view-controller
662384	software engineering
662396	architectural pattern
662404	user interface
662413	man-machine interaction,human-computer interaction
662432	business logic
662450	database management system,DBMS
662460	fault-tolerance,fault tolerance
662476	computer networking
662488	query language
662510	SQL,Structured Query Language
662522	workflow
662530	bioinformatics,computational biology
662534	anodyne,analgesic,analgetic
662575	applied mathematics
662579	anti-phlogistic,antiphlogistic,anti-inflammatory,antiinflammatory
662618	antipyretic,febrifuge,febrifugal,fever-reducing
662647	data mining
662660	cross validation,cross-validation
662669	machine learning
662684	set theory
662691	fuzzy set
662698	fuzzy logic
662712	Bayesian network
662720	Yinglish
662724	Western Yiddish
662728	Eastern Yiddish
662736	quantitative research
662871	negate
662888	wine waiter,sommelier
662900	qualitative research
662912	case study
662935	population
662942	reliability
662954	corporate trust,cartel,trust,combine
662962	direct marketing
662982	focus group
662992	business intelligence
663004	reverse engineering
663030	Antikythera mechanism
663072	planetarium
663117	astrolabe
663161	web application
663451	universal
663633	Alago
663639	Alacaluf,Alacalufe,Halakwulup,Kaweskar,Kawesqar,Qawasqar
663643	Alladian
663647	Aleut
663651	Alege
663655	Alawa
663659	Amaimon
663663	Alangan
663669	Amblong
663715	hyperlink,link
663735	hypermedia
663746	Scalable Vector Graphics,SVG
663754	XML,Extensible Markup Language
663763	vector graphics
663779	computer graphics
663805	rendering
663820	graphics processing unit,GPU,Graphics Processing Unit
663841	video game console
663857	Larike-Wakasihu
663865	Alune
663877	Algonquin
663881	'Are'are
663885	Alatil
663889	Alyawarr
663909	Kinaray-A
664098	video game
664553	Amanayé
664557	Ambo
664561	Amahuaca
664565	Amapá Creole
664571	Yanesha'
664576	Amarag
664585	Amis
664621	liquidation
664637	debtee,creditor
664663	partridge
664688	apogee
664704	perigee
664761	Ambai
664764	Ama
664769	Amanab
664773	Amo
664777	Alamblak
664781	Amahai
664785	Amarakaeri
664789	Southern Amami-Oshima
664793	Amto
664797	Ambelau
664801	Western Neo-Aramaic
664805	Anmatyerre
664813	Ami
664817	Atampaya
664869	mad cow disease,bovine spongiform enecelophalopathy
664893	placebo,dummy drug
665000	biota
665151	anomaly
665155	Andaqui
665165	asteroid
665173	astrobiology,xenobiology,exobiology
665245	astronomical unit,AU
665255	Andoa
665259	Ansus
665263	Xârâcùù
665267	Animere
665275	Nend
665279	Anor
665302	Anu
665306	Anal
665310	Obolo
665314	Andoque
665334	sneeze,sternutate
665350	Celsius
665372	Fahrenheit
665399	absolute zero
665429	crater
665442	impact crater
665485	vent
665490	Jarawa
665494	Andh
665498	Anserma
665502	Antakarinya
665506	Denya
665510	Anaang
665514	Andra-Hus
665518	Anyin
665522	Anem
665648	fly
665730	active volcano
665746	contour lines,isohypse
665761	cryosphere
665777	dormant volcano
665784	extinct volcano
665791	hotspot,hot spot
665795	mulberry
665807	lava
665814	magma
665822	mulberry
665835	mudflow
665859	tephra
665877	volcanic avalanche
665884	snowline,snow line
665928	mantle
665937	geosphere
665959	prevailing winds
665965	seismograph
665979	windward
665986	main belt,asteroid belt
666002	geocentric
666008	heliocentric
666016	magnification
666027	reflecting telescope
666035	refraction
666042	refracting telescope
666073	sensitivity
666087	planetary orbit
666093	brightness
666100	celestial body
666111	Copernican system
666118	cyclic
666124	photometry
666209	fuzzy variable
666220	nephoscope
666252	barograph
666267	ceiling balloon
666276	ceiling projector
666285	ceilometer
666294	dark adaptor goggles
666301	scaling
666306	rotation
666318	ellipse
666327	hue
666356	Vila Real
666379	achromatic
666386	rectangle
666461	anti-aliasing
666505	snowbank,snowdrift,snow bank,snow drift
666574	llama
666588	camelid
666598	squirrel
666605	hamster
666629	domestic rabbit
666645	fancy rat
666656	fancy mouse
666663	alpaca
666674	fennec
666681	ferret
666694	prostate
666807	specious
666833	British Virgin Islands
666848	Abom
666852	Pemon
666856	Andarum
666860	Angal Enen
666864	Bragat
666868	Angoram
666872	Arma
666876	Anindilyakwa,Enindhilyagwa
666880	Mufian
666884	Arhö
666887	Alor
666891	Ömie
666895	Bumbita Arapesh
666899	Aore
666921	Taikat
666925	A'tong
666929	Atorada
666933	Uab Meto
666941	Sa'a
666955	green tea
667023	cockatoo
667043	subtropical
667060	canary
667116	subtropics
667122	macaw
667145	wild duck,mallard
667156	North Levantine Spoken Arabic
667162	Sudanese Spoken Arabic
667166	Bukiyip
667170	Ampanang
667174	Athpariya
667178	Apiacá
667182	Jicarilla Apache
667186	cockatiel
667190	Kiowa Apache
667202	Lipan Apache
667213	Mescalero-Chiricahua Apache
667222	Apinayé
667226	lovebird
667230	Apalik
667237	Apma
667243	Arop-Lukep
667255	Arop-Sissano
667261	Apatani
667265	Apurinã
667272	budgerigar,budgie
667276	Western Apache
667284	Aputai
667292	Apalaí
667298	Safeyoka
667405	tropical
667589	temperate zone
667816	Arigidi
667822	Atohwaim
667828	Northern Alta
667836	Atakapa
667842	Arhâ
667865	Basketo
667984	lower
667988	Arabana
667995	Western Arrarnta
668000	Arafundi
668011	Arhuaco
668015	Arapaso
668019	Arikapú
668023	Arabela
668027	Araona,Cavina
668031	Arapaho
668035	Algerian Arabic
668039	scrotal
668047	Karo
668051	Najdi Spoken Arabic
668060	Arua
668070	Arbore
668074	Arawak
668078	Aruá
668082	Moroccan Arabic
668086	Egyptian Arabic
668094	found
668099	establish,plant,found,constitute,institute
668103	Asu
668107	Arikara
668122	Assiniboine
668126	Casuarina Coast Asmat
668130	Asas
668134	Australian Sign Language
668140	Cishingini
668144	Abishira
668148	Buruwai
668152	Nsari
668156	Ashkun
668160	Asilulu
668164	Xingú Asuriní
668168	Dano
668172	Algerian Sign Language
668178	Austrian Sign Language
668184	Ipulo
668188	Asuriní
668192	Australian Aborigines Sign Language
668196	Muratayak
668200	Yaosakor Asmat
668204	As
668208	Pele-Ata
668212	Zaiwa
668216	Atsahuaca
668220	Ata Manobo
668224	Atemble
668238	Palembang
668248	slap in the face
668324	Atuence
668329	Ivbie North-Okpela-Arhe
668334	Attié
668338	Atikamekw,Attikamek,Tête de Boule,Attimewk,Atihkamekw,Atikamek
668345	bold
668351	Ati
668355	Mt. Iraya Agta
668359	slap
668368	Ata
668372	Ashtiani
668376	Atong
668386	Pudtol Atta
668392	Aralle-Tabulahan
668396	Atruahí
668400	Gros Ventre
668404	Pamplona Atta
668454	farewell letter
668476	suicide note
669193	oral malodor,breath odor,foul breath,fetor oris,bad breath,halitosis
669204	thigh bone,thighbone,femur
669213	Atsugewi
669217	Arutani
669223	Aneityum
669227	Arta
669231	Asumboa
669235	Waorani
669239	Aushi
669243	Anuki
669247	Heyo
669251	Aulua
669334	femoral
669353	Molmo One
669363	Makayam
669370	Anus
669377	Aruek
669383	Austral
669387	Mangareva
669391	North Marquesan
669395	motionless,immobile
669406	South Marquesan
669410	apsis
669426	Rapa
669437	Tuamotuan
669444	Auye
669448	Rapanui,Rapa Nui
669454	Awyi
669470	Aurá
669474	Awiyaana
669480	Avau
669484	Alviri-Vidari
669488	Avikam
669494	Bedawi Arabic,Eastern Egyptian Bedawi Arabic
669501	Avatime
669508	Agavotaguerra
669512	Aushiri
669516	Au
669520	Avá-Canoeiro
669524	Awa
669528	Western Acipa
669532	Awetí
669536	Awbono
669540	Aekyom
669544	Awabagal,Awabakal
669548	Arawum
669552	Awak
669556	Awera
669560	South Awyu
669564	Araweté
669576	glabrous,hairless
669620	Central Awyu
669771	plane
669804	nutritionalist,nutritionist
669811	Mapping
669816	Jair Awyu
669900	Awun
669904	Awara
669908	Edera Awyu
669912	Abipón,Abipon
669916	Mato Grosso Arára
669920	Aka,Yaka
669925	Xaragure
669933	Awar
669937	Ayizo Gbe
669941	Southern Aymara
669951	Ayabadhu
669955	Ayere
669959	Ginyanga
669965	Leyigha
669973	Akuku
669977	Libyan Arabic,Western Egyptian Bedawi Arabic
669983	Ayoreo
669987	North Mesopotamian Spoken Arabic
669991	Ayi
669995	Central Aymara
669999	Sorsogon Ayta
670003	Bataan Ayta
670007	Ayu
670010	Ayi
670014	Tayabas Ayta
670018	Mai Brat
670077	Solar System,solar system
670101	skew
670141	photogenic
670148	photochemical
670202	Qajar
670213	Kirkuk
670226	Taamim,At-Ta'mim
670238	Bayat
670258	Baharlu
670278	Khorasan
670290	South Azerbaijan,Southern Azerbaijan
670303	Kerman
670308	Kerman
670323	Shiraz
670334	Pars,Fārs,Fars
670365	Tabriz
670376	East Azerbaijan
670386	Kars
670389	Kars
670432	Georgian alphabet
670458	Sadz
670475	Ge'ez,Ge'ez alphabet,Ethiopic script
670491	alphasyllabary,Abugida
670531	San Pedro Amuzgos Amuzgo,Upper Eastern Amuzgo,Oaxaca Amuzgo
670535	Lower Eastern Amuzgo,Ipalapa Amuzgo
670539	Awing
670543	Adzera
670547	Faire Atta
670551	Highland Puebla Nahuatl
670557	anamnesis,medical history,medical record
670575	Babatana
670579	Bainouk-Gunyuño
670583	Badui
670587	Baré
670591	Nubaca
670595	Tuki
670601	Bahamas Creole English
670605	Barakai
670611	Waimaha
670616	Bantawa
670622	Bada
670626	Vengo
670630	Bambili-Bambui
670634	Bamun
670638	Batuley
670642	Tunen
670646	Baatonum
670650	Barai
670654	Batak Toba
670658	Bau
670662	Bangba
670671	anamnesis
670705	Ottoman,Ottoman Turkish
670709	Old Japanese
670713	Palatine German language,Palatine German,Palatinean,Pfaelzisch,Palatinate German
670721	tender
670729	WiMAX
670747	daybreak,dawn
670756	nightfall
670782	daylight
670797	night air
670811	Baibai
670817	Barama
670821	Bugan
670825	noctambule,night owl
670829	Barombi
670840	Ghomálá'
670844	Babanki
670850	Babango
670856	night sleep
670860	Uneapa
670864	Northern Bobo Madaré
670871	West Central Banda
670877	Bamali
670881	Girawa
670885	Bakpinka
670989	Kulung
670993	Karnai
670997	Baba
671001	biocontrol
671005	Bubia
671011	Befang
671015	biotic
671023	Babalia Creole Arabic
671028	botanic,botanical
671046	abiotic
671063	pedology
671073	Central Bai
671079	Bainouk-Samik
671088	Southern Balochi
671094	alien species,introduced species
671098	North Babar
671102	Bamenyam
671112	Bamu
671116	Baga Binari
671120	Bariai
671126	Baoulé
671130	Bardi
671134	Bunaba
671138	Central Bicolano,Bikol Central,Central Bikolano
671142	Bannoni
671145	Bali
671153	Kaluli
671157	Babine
671161	Kohumono
671165	Awad Bing
671169	Shoo-Minda-Nye
671185	carrying capacity
671210	bathymetric
671218	random
671224	remediation,amelioration
671239	symbiotic
671248	Pamona
671252	microhabitat,microsite,microenvironment
671256	Bainouk-Gunyaamolo
671276	mutualism
671285	oligotrophic
671293	eutrophic
671337	torrential
671353	summer night
671362	tarantula
671381	concestor,most recent common ancestor,MRCA
671422	Bayot
671426	Basap
671430	Emberá-Baudó
671434	Bunama
671438	Bonggi
671442	Baka
671445	twilight
671459	Bai
671481	Indonesian Bajau
671485	Buduma,Yedina
671491	perihelion
671507	aphelion
671547	summer morning
671571	aboriginal,native,native species
671580	naturalized species
671589	non-native species
671611	qualitative data
671620	quantitative data
671645	wastewater
671654	oxygen cycle
671675	El Niño
671684	combustion
671713	Burji
671760	Sidamo,Ethiopian Sidamo
671763	Sidamo
671788	cognitive psychology,cognitive approach
671797	biological approach
671806	behaviorist approach
671815	behaviorism
671824	clinical psychology
671835	psychometric psychology
671847	experimental psychology
671856	developmental psychology
671865	rationalism
671874	structuralism
671888	epistemology
671915	theism
671924	valid
671954	architecture
671957	Titan
671982	interface
671996	interoperability
672006	paradigm
672012	reengineering,re-engineering
672028	specification
672038	concurrent engineering
672047	maintainability
672054	supportability,serviceability
672065	acceleration
672079	retargeting
672130	Eboli
672146	Acerno
672170	Bende
672174	West Coast Bajau
672178	Bokoto
672182	Oroko
672186	Baham
672190	Budong-Budong
672194	Bandjalang
672198	Badeshi
672225	winter evening
672239	winter night
672277	nightcap
672317	document preparation system,word processor
672324	spreadsheet
672332	computer aided design,computer-aided design
672346	boycott
672352	nonviolent struggle
672363	nonviolence
672376	pacifism
672384	civil disobedience
672393	civil society
672402	karyogamy
672412	karyogram
672423	karyotype
672436	transgenesis
672447	transgene
672457	Gule
672556	afforestation
672559	afforestation
672574	Beaver
672578	Bebele
672582	Iceve-Maci
672586	Bedoanas
672590	Byangsi
672594	Benabena
672598	Belait
672602	Biali
672606	Bekati'
672610	Bedawi
672614	Bebeli
672618	Beami
672622	Besoa
672626	Beembe
672630	Besme
672634	Guiberoua Béte
672638	Blagar
672642	Daloa Bété
672646	Betawi
672650	Jur Modo
672654	Beli
672658	Bena
672662	Northern Bai
672666	Bafut
672670	Betaf
672674	Bofi
672678	Busang Kayan
672682	Blafe
672686	Bafanji
672690	BKSL,Ban Khor Sign Language
672694	Banda-Ndélé
672698	Mmen
672702	Bunak
672706	Malba Birifor
672710	Beba
672714	Southern Bai
672718	Balti
672722	Ghara,Lahuli of Bunan,Gahri,Boonan,Punan,Poonan,Erankad,Keylong Boli,Bunan
672726	Gwamhi-Wuri
672730	Bobongko
672740	Bangandu
672744	Bugun
672751	Giangan
672757	Bangolan
672766	Bo
672778	focus
672806	Baga Mboteni
672810	Western Balochi
672814	Baga Koga
672818	Eastern Balochi
672868	Wenbera
672881	Benshangul/Gumaz,Benishangul-Gumuz
672906	Guba Koricha
672918	Oromia
672954	Sirba Abbay
672966	Agalo Mite
672977	Yaso
672991	Mandura
673005	Dibate
673008	Dibate
673025	Metemma
673028	Metemma
673039	Amhara
673042	Amhara
673111	Aboriginal art
673120	batik
673141	collage
673196	diorama
673221	Cubism
673272	fisticuff,punch,clout
673305	appliqué
673323	abstract,not concrete,nonconcrete,inconcrete
673343	portfolio
673352	propaganda
673396	acetate
673408	silk
673421	taffeta
673437	nylon
673440	nylon
673456	lycra,elastane,spandex
673499	acetate
673567	Bawm Chin
673571	Tagabawa
673575	Bughotu
673579	Mbongno,Kamkam
673585	Warkay-Bipim
673589	Benggoi
673593	Banggai
673658	zenith
674558	Biga
674577	Odiai
674587	Binandere
674596	Bukharic
674616	Bahing
674622	Albay Bicolano
674626	Bimin
674630	Bathari
674634	Bohtan Neo-Aramaic
674638	Bima
674642	Tukang Besi South
674646	Bara Malagasy
674650	Bahau
674654	Biak
674658	Bhele
674661	Bada
674665	Badimaya
674669	Bissa
674673	Bikaru
674677	Bepour
674681	Biafada
674685	Biangai
674689	Bisu
674693	Vaghat-Ya-Bijim-Legeri
674697	Bile
675160	Salarpur Khadar
675168	Uttar Pradesh
675301	Bimoba
675306	Edo
675317	Nai
675325	Bila
675329	Bipi
675336	Bisorio
675343	Berinomo
675354	Biete
675365	Southern Birifor
675369	Kol
675373	Baloi
675406	Budza
675418	Banggarla
675424	Bariji
675428	boxer
675432	Bandjigali
675440	Barzani Jewish Neo-Aramaic
675448	Bidyogo
675456	Bahinemo
675468	Barok
675475	Bulu
675482	Bajelani
675492	Banjar
675508	Mid-Southern Banda
675515	Southern Betsimisaraka Malagasy
675534	Binumarien
675544	Bajan
675552	Balanta-Ganja
675556	Busuu
675568	Bakwé
675578	Banao Itneg,Banao,Banaw,Itneg,Timggian,Tinguian
675582	Bayali
675586	Baruga
675644	cook for
675679	interdisciplinary
675759	Massif Central
676270	integrity
676280	integrity
676290	LDAP,Lightweight Directory Access Protocol
676303	hashing
676314	MD5,Message Digest 5
676324	microchip
676329	chip card,integrated circuit card,ICC,smart-card,smartcard,smart card
676340	cryptography
676367	decryption
676379	VPN,Virtual Private Network
676389	Kyak
676393	Finallig
676396	Baka
676400	Binukid
676404	byte
676408	Bengkulu
676415	Beeke
676424	Buraka
676428	Bakoko
676432	Baki
676436	Pande
676440	kilobyte
676444	Berik
676453	Kom
676457	Bukitan
676461	Kwa'
676465	Boko
676469	Bakairí
676473	Bakumpai
676477	Masbate Sorsogon
676481	Buhid
676485	Bekwarra
676489	Bekwil
676493	Baikeno
676497	Bokyi
676501	Bungku
676505	Bilua
676509	Bella Coola
676513	Bolango
676522	Balanta-Kentohe
676526	Buol
676530	Balau
676534	Kuwaa
676538	Bolia
676542	Boloki
676546	Boma
676550	Bolondo
676663	cladistics
676683	phylogenetics
676731	computational phylogenetics
676742	molecular systematics,molecular phylogeny,molecular phylogenetics
676752	evolutionary biology
676774	monophyletic
676804	polyphyletic
676830	clade
676896	biological classification,scientific classification
676925	taxon
676958	Bolongan
676962	Pa'o Karen
676966	Biloxi
676969	Beli
676973	Southern Catanduanes Bicolano
676977	starve,famish
676981	Anii
676992	die of thirst
677004	be thirsty,thirst
677018	Yonggom
677027	Yopno
677036	Zenag
677045	Zimakani
677105	hunger,starve,famish
677127	death from starvation
677150	hundred euro note,one-hundred euro note
677229	euro banknote
677262	euro coin
677281	coinage,hard cash
677375	fifty-cent coin,fifty-cent piece
677409	two-euro piece,two-euro coin
677508	one-euro coin,one-euro piece
677563	twenty-cent coin,twenty-cent piece
677569	ten-cent coin,ten-cent piece
677573	five-cent coin,five-cent piece
677577	two-cent coin,two-cent piece
677581	one-cent coin,one-cent piece
677863	Bengali,Bengali script
678332	Blablanga
678336	Baluan-Pam
678340	Balaesang
678344	Bolo
678350	Balangao
678354	Mag-Indi Ayta
678358	Notre
678364	Balantak
678402	inscribe
678412	Lame
678420	unite,combine
678434	Bembe
678438	Biem
678442	Baga Manduri
678446	Limassa
678450	Bom
678656	Bamwe
678660	Kein
678664	Ghayavi
678668	Bomboli
678672	Northern Betsimisaraka Malagasy
678676	Bambalang
678680	Bulgebi
678684	Bomu
678688	Muinane
678766	Burum-Mindik
678772	Bum
678776	Bomwali
678780	Baimak
678783	Bemba
678787	Baramu
678992	Bonerate
679000	Bookan
679004	Central Bontoc
679293	rut,groove
679296	rut
679302	Banda
679306	Bintauna
679310	Masiwang
679314	Benga
679318	Banawá
679322	Bangi
679326	Bangon,Eastern Tawbuid
679330	Bierebo
679460	Patrician house
679482	lightyear,light-year
679530	instructional design
679597	organizational,organisational
679606	organizational intelligence
679621	team sport
679642	CRM,customer relationship management
679664	Patrician villa
679672	nightclub
679683	small harbour
679691	brigant
679703	prestigious
679715	give a new interpretation
679729	Cilento
679754	key to success
679762	full
680098	footboard
680107	first course
680119	traditional dishes
680141	wine list
680423	ecological integrity
680432	orographic
680441	silviculture
680461	Nunavik
680500	Bryansk
680520	Tula
680542	Orlov
680789	Tambov
680825	Batanga
680829	Bunun
680833	Bantoanon
680837	Bola
680841	Donskoy
680845	Bantik
680852	Butmas-Tur
680870	Bentong
680877	Bonerif
680883	Bisis
680887	Bintulu
680891	Beezen
680895	Pskov
680938	Gan,Gan Chinese,Jiangxihua
680942	Mandinka
680958	Rotuman,Rotunan,Rutuman,Fäeag Rotuma
680972	South Saami
680976	Archangel,Arkhangelsk
681098	Novosibirsk
681292	Bora,Miraña
681298	Bakung Kenyah
681302	Lhasa Tibetan,Standard Tibetan
681306	Mundabli
681310	Bolon
681314	Bamako Sign Language
681319	Barbareño
681323	Anjam
681327	Bonjo
681331	Berom
681335	Bine
681339	Tiemacèwè Bozo,Tiɛma Cɛwɛ,Tièma Cièwè Bozo
681343	Bonkiman
681366	Nizhny Novgorod
681412	Yekaterinburg
681473	Bogaya
681481	Bororo,Borôro
681544	Bondei
681548	Tuwuli
681552	Bwamu,Ouarkoye Bwamu,Buamu
681564	thunderclap,clap of thunder,peal of thunder
681577	rolling thunder,roll of thunder
681598	thunder machine
681676	Tumbuka
681682	uniparental
681784	plasma
681787	blood plasma,plasma
681798	plasma
681827	Sines
681900	ultraviolet
681903	ultraviolet
681940	ultraviolet radiation therapy
681950	ulceration
681960	ulcerative colitis
681970	colon
681978	coil
681987	colitis
681996	colorectal cancer,large bowel cancer,colon cancer
682019	coloscope,colonoscope
682029	coloscopy,colonoscopy
682046	rectum
682063	colorectal
682073	colostomy
682102	multiple myeloma,MM,plasma cell myeloma,Kahler's disease,myeloma
682119	malignant,cancerous
682141	medical castration
682155	mammary
682168	mammography
682180	melanin
682188	melanocyte
682197	pigment
682210	melanoma
682224	from now on,as of now,henceforth,henceforward,as from now
682228	menopause,climacteric
682248	metabolic
682381	metastatic
682391	metastatic cancer
682409	morphine
682459	vaccinated
682474	vaginal
682486	vasectomy
682496	ventricle
682502	cavity
682511	video-assisted resection,video-assisted surgery
682530	viral
682547	virulence
682558	viscera
682565	vitamin A
682583	vitamin B12,vitamin B-12,cobalamin
682592	L-ascorbate,vitamin C,L-ascorbic acid
682601	vitamin D
682610	vitamin E
682619	vitamin K
682628	vitamin Q10
682639	vocal cord
682648	vulvar cancer
682660	umbra
682672	penumbra
682681	nebula
682688	magnetosphere
682697	infrared
682706	solar flare
682715	sunspot
682723	solar wind
682738	infrared lamp
682758	infrared filter
682765	infrared filter
682778	infrared spectroscopy
682808	completeness
682814	completeness
682944	fecundity
682966	fire cycle
682974	fiord,fjord
